MSISDN1,PIN,MSISDN2,AMOUNT
8801700401067,MDc5OAo=,1700403365,26
8801700401068,NTI4MAo=,1700419752,24
8801700401069,MDgwNgo=,1700425467,26
8801700401070,Mzg0OQo=,1700415553,23
8801700401071,Mzc3OQo=,1700406217,22
8801700401072,NDkzNgo=,1700427839,23
8801700401073,NjE5NQo=,1700407731,27
8801700401074,MTIzMgo=,1700422767,24
8801700401075,MTkxNgo=,1700408627,25
8801700401076,ODg0OAo=,1700402204,26
8801700401077,MzU1Nwo=,1700403515,22
8801700401078,NDQ1NAo=,1700406722,24
8801700401079,NjA2MAo=,1700417694,25
8801700401080,OTE0Mwo=,1700427520,23
8801700401081,ODgzNwo=,1700405920,23
8801700401082,MTg5Nwo=,1700404231,20
8801700401083,MDE2OQo=,1700427769,22
8801700401084,MjEzOQo=,1700426118,21
8801700401085,NTIzNgo=,1700410747,23
8801700401086,MjcxMwo=,1700406975,27
8801700401087,Mjc4NAo=,1700414931,27
8801700401088,MDM1OAo=,1700403547,23
8801700401089,NDc1Mwo=,1700427183,26
8801700401090,MTA5Mwo=,1700407912,26
8801700401091,NjQwMgo=,1700405077,25
8801700401092,MjUzOAo=,1700404302,26
8801700401093,NTcyMQo=,1700415618,27
8801700401094,MDM5NAo=,1700418233,26
8801700401095,ODIzMgo=,1700404251,24
8801700401096,NDk5OQo=,1700404945,24
8801700401097,MDY4Mgo=,1700404629,27
8801700401098,NjUwMwo=,1700416846,25
8801700401099,NTU5Nwo=,1700412384,26
8801700401100,NzI1MAo=,1700410980,23
8801700401101,NTQxOAo=,1700402171,20
8801700401102,NTAxMQo=,1700402620,23
8801700401103,ODY0MQo=,1700413915,27
8801700401104,NTYwNAo=,1700427214,24
8801700401105,NzcxMgo=,1700407529,25
8801700401106,Mzc1NAo=,1700408105,21
8801700401107,NTkzMAo=,1700411726,22
8801700401108,Mjc2Mgo=,1700424123,25
8801700401109,NDc0MQo=,1700406496,21
8801700401110,NTUxNgo=,1700419386,21
8801700401111,NTc3MQo=,1700403002,21
8801700401112,Mjk4MQo=,1700415705,27
8801700401113,MDg2OAo=,1700417018,24
8801700401114,ODY2Ngo=,1700406114,23
8801700401115,ODQ3Mwo=,1700403819,24
8801700401116,OTgwMAo=,1700416067,22
8801700401117,MjU5MAo=,1700420218,20
8801700401118,NjYyMQo=,1700427097,21
8801700401119,MzgxOQo=,1700405280,22
8801700401120,MDcxOAo=,1700409528,21
8801700401121,NzI5NQo=,1700420806,21
8801700401122,ODk4MAo=,1700402164,20
8801700401123,OTM2Nwo=,1700402641,26
8801700401124,MjUwMgo=,1700410854,20
8801700401125,NDU0OAo=,1700403106,24
8801700401126,MDQxMgo=,1700407520,24
8801700401127,MjQ5Nwo=,1700417182,20
8801700401128,NTczMAo=,1700407767,26
8801700401129,ODY5OQo=,1700422904,20
8801700401130,MDU4MQo=,1700413885,25
8801700401131,NjU4Nwo=,1700424768,20
8801700401132,OTQwMwo=,1700411834,21
8801700401133,MDAxNAo=,1700405821,22
8801700401134,Njg4OQo=,1700412058,21
8801700401135,NzI1Mwo=,1700407929,27
8801700401136,OTA5OQo=,1700413381,27
8801700401137,MDg3NAo=,1700424001,23
8801700401138,NzUyNwo=,1700414910,20
8801700401139,MzM0Ngo=,1700408389,21
8801700401140,Mzk0MQo=,1700418234,25
8801700401141,MDg3MAo=,1700409359,25
8801700401142,MzA0MQo=,1700417806,20
8801700401143,MTgxMAo=,1700412819,26
8801700401144,OTg4Mwo=,1700415628,26
8801700401145,OTEzOAo=,1700403917,22
8801700401146,MzAyMgo=,1700406300,22
8801700401147,MjQ0NQo=,1700426737,21
8801700401148,NzQ3Nwo=,1700407527,23
8801700401149,MTMwOQo=,1700417401,25
8801700401150,MDc1Mgo=,1700406709,21
8801700401151,OTkwNgo=,1700411531,21
8801700401152,NjYwOQo=,1700410200,26
8801700401153,MDE1OQo=,1700423639,26
8801700401154,OTk4Mwo=,1700427133,22
8801700401155,NTY4Ngo=,1700405569,27
8801700401156,NjI2NAo=,1700412684,23
8801700401157,NTA1OAo=,1700407532,21
8801700401158,NTU0OAo=,1700405168,24
8801700401159,OTUyNAo=,1700425930,22
8801700401160,Nzk0Mgo=,1700406092,27
8801700401161,NDI5Mwo=,1700421039,21
8801700401162,MDk1Ngo=,1700419326,23
8801700401163,OTQzNwo=,1700410452,22
8801700401164,OTE0OAo=,1700414215,25
8801700401165,MTYwMgo=,1700414925,22
8801700401166,OTU3NQo=,1700406268,23
8801700401167,MTE0NAo=,1700412015,21
8801700401168,OTU2Mgo=,1700403085,23
8801700401169,NDU3MAo=,1700424527,24
8801700401170,NTYxMAo=,1700403337,23
8801700401171,MDE2OQo=,1700427739,22
8801700401172,MjAzMQo=,1700416543,22
8801700401173,MzIxMQo=,1700406155,22
8801700401174,NzgwMAo=,1700424467,22
8801700401175,NzA3MQo=,1700416671,24
8801700401176,ODIxMQo=,1700423347,26
8801700401177,NTkzOAo=,1700422361,26
8801700401178,NDc5MAo=,1700405984,26
8801700401179,NTIyMwo=,1700404926,25
8801700401180,NDg5OAo=,1700405923,25
8801700401181,OTQyMQo=,1700425312,22
8801700401182,Nzg1MAo=,1700426994,20
8801700401183,OTQ3OQo=,1700420517,20
8801700401184,MDQ2OAo=,1700411389,21
8801700401185,Njg0Nwo=,1700405814,24
8801700401186,MDcyMQo=,1700403029,21
8801700401187,NzAwNgo=,1700417519,25
8801700401188,NzIyNAo=,1700423094,20
8801700401189,MDMxMAo=,1700410676,24
8801700401190,OTk4NQo=,1700412142,20
8801700401191,MTg0OQo=,1700406924,20
8801700401192,OTQwNgo=,1700424045,24
8801700401193,NjExOQo=,1700419285,24
8801700401194,OTU4MQo=,1700405839,23
8801700401195,NzI0MQo=,1700414735,20
8801700401197,MDkwMQo=,1700402807,26
8801700401198,MTIzNQo=,1700404132,26
8801700401199,NzEzOQo=,1700403994,20
8801700401200,MTk3Mwo=,1700404306,26
8801700401201,MDA3MQo=,1700421816,25
8801700401202,MjQ2NAo=,1700409415,23
8801700401203,NjAzOAo=,1700419162,22
8801700401204,MDg4OQo=,1700420129,24
8801700401205,NDg4MQo=,1700406933,27
8801700401206,NjU2OAo=,1700404408,20
8801700401207,NjAwNwo=,1700403608,26
8801700401208,NDU4Nwo=,1700402678,21
8801700401209,OTA2OAo=,1700402436,22
8801700401210,MjEwMwo=,1700409906,23
8801700401211,NDk1OAo=,1700402169,25
8801700401212,NjkxNwo=,1700406321,21
8801700401213,MjkzMQo=,1700404146,25
8801700401214,Mzg4NQo=,1700424293,22
8801700401215,ODA2OAo=,1700415588,25
8801700401216,MzA0Mwo=,1700425634,27
8801700401217,MjkxNgo=,1700410476,23
8801700401218,MzcxMwo=,1700425537,20
8801700401219,NDMwOAo=,1700426135,23
8801700401220,MTA2OAo=,1700411218,21
8801700401221,ODU3Mwo=,1700425015,23
8801700401222,NzM1Mgo=,1700402179,22
8801700401223,NzU4MAo=,1700418242,25
8801700401224,OTE0NAo=,1700405217,22
8801700401225,MjYzMwo=,1700405122,20
8801700401226,OTk5Mwo=,1700407349,22
8801700401227,NjYxOAo=,1700420467,27
8801700401228,NjQ2Mwo=,1700413195,23
8801700401229,OTA1MAo=,1700427768,20
8801700401230,MTY0Ngo=,1700406241,22
8801700401231,NDY0Mwo=,1700406494,22
8801700401232,NDM4MAo=,1700402606,25
8801700401233,NjI0OAo=,1700403723,22
8801700401234,OTU2OAo=,1700403623,26
8801700401235,MjQ0MAo=,1700419820,23
8801700401236,ODAyNAo=,1700418402,23
8801700401237,MjI0OQo=,1700410155,21
8801700401238,NzM1OAo=,1700428383,23
8801700401239,NTE1Mwo=,1700403696,24
8801700401240,NzE0MQo=,1700406312,21
8801700401241,NjQzNQo=,1700420566,23
8801700401242,NDQ5Ngo=,1700416679,20
8801700401243,MjIwMwo=,1700407748,25
8801700401244,NDM1MAo=,1700404248,24
8801700401245,MTg3MQo=,1700403599,22
8801700401246,NzQwNQo=,1700406371,23
8801700401247,NzIxNgo=,1700403472,26
8801700401248,MjM0MQo=,1700407684,21
8801700401249,ODA3Nwo=,1700428810,27
8801700401250,NjA2Mgo=,1700408626,21
8801700401251,NTkyMgo=,1700403165,22
8801700401252,NDQzMwo=,1700421416,23
8801700401253,NjM4OAo=,1700422576,22
8801700401254,NTkwMQo=,1700406052,24
8801700401255,Nzc3MQo=,1700427295,21
8801700401256,NjMzMAo=,1700408074,20
8801700401257,OTg0NAo=,1700402944,20
8801700401258,NjYzMgo=,1700422155,20
8801700401259,MTA0Mgo=,1700416162,24
8801700401260,MDA4MQo=,1700403898,23
8801700401261,ODQyNgo=,1700423247,23
8801700401262,OTE4NQo=,1700427833,20
8801700401263,MDkzNAo=,1700403511,25
8801700401264,NDUyOQo=,1700413698,27
8801700401265,MTkzMwo=,1700418370,26
8801700401266,NDE0MAo=,1700414970,24
8801700401267,MTUzMgo=,1700412417,24
8801700401268,NjQwMwo=,1700412458,20
8801700401269,MDQ5MAo=,1700413584,22
8801700401270,MzA3OAo=,1700407670,23
8801700401271,NDQ4Mgo=,1700427047,20
8801700401272,NDczOAo=,1700428017,25
8801700401273,MTM0OQo=,1700407627,25
8801700401274,OTA1NQo=,1700407332,23
8801700401275,NjUzNwo=,1700406397,22
8801700401276,NzEyMQo=,1700425669,25
8801700401277,NzkyNwo=,1700419640,21
8801700401278,MDI1MAo=,1700419169,25
8801700401279,ODQwOQo=,1700424941,25
8801700401280,MjY5Ngo=,1700413642,27
8801700401281,NTk3NAo=,1700405180,21
8801700401282,NjMwMgo=,1700407454,22
8801700401283,NzkwNwo=,1700410754,24
8801700401284,MDIwMgo=,1700410791,25
8801700401285,NjYwMQo=,1700406257,26
8801700401286,OTY1OQo=,1700418776,21
8801700401287,OTg1MAo=,1700408903,25
8801700401288,MTI1MQo=,1700406606,27
8801700401289,ODUxOQo=,1700415948,22
8801700401290,MDU1Mgo=,1700424873,21
8801700401291,NDk2OAo=,1700405401,22
8801700401292,MDgxMgo=,1700403903,20
8801700401293,MTQyOAo=,1700419304,25
8801700401294,OTA1NAo=,1700415834,26
8801700401295,MjQxMgo=,1700406860,20
8801700401296,MTEyMgo=,1700402328,22
8801700401297,NDkzOAo=,1700427179,21
8801700401298,MTQ2OAo=,1700407787,24
8801700401299,MDUzMgo=,1700427422,22
8801700401300,NTI2NQo=,1700405521,22
8801700401301,MTQxOAo=,1700407762,27
8801700401302,MDA5NQo=,1700404574,21
8801700401303,ODI2NAo=,1700405333,20
8801700401304,NDkyNgo=,1700428730,22
8801700401305,MjI1Mwo=,1700402788,23
8801700401306,OTU1Ngo=,1700402554,21
8801700401307,NDkxNAo=,1700406420,26
8801700401308,MzA4NAo=,1700406270,26
8801700401309,MTUyNgo=,1700413740,26
8801700401310,MDM1OAo=,1700412627,27
8801700401311,NzM1Ngo=,1700402542,22
8801700401312,NzA4NQo=,1700406466,27
8801700401313,Nzg3OQo=,1700407606,24
8801700401314,NDk5Mgo=,1700413309,21
8801700401315,ODMzMQo=,1700405167,25
8801700401316,NDkyNwo=,1700420441,25
8801700401317,NDg3Nwo=,1700409106,25
8801700401318,MDQyNgo=,1700418055,25
8801700401319,ODI2NAo=,1700408097,23
8801700401320,NTM3OQo=,1700420258,20
8801700401321,NTY2NQo=,1700428940,26
8801700401322,MjU4MQo=,1700424931,22
8801700401323,NDM1MQo=,1700423376,25
8801700401324,MzMxNgo=,1700427951,20
8801700401325,MzAxMQo=,1700405122,21
8801700401326,MTc2OAo=,1700416836,22
8801700401327,NTUzOAo=,1700404684,23
8801700401328,MTYwNQo=,1700426589,22
8801700401329,Mzg2Ngo=,1700402876,21
8801700401330,MjY4NAo=,1700406520,27
8801700401331,NTQyMgo=,1700416256,23
8801700401332,ODA1Mgo=,1700403316,26
8801700401333,MTM4MQo=,1700424605,25
8801700401334,ODQ5MQo=,1700423304,20
8801700401335,MTEyMQo=,1700419977,27
8801700401336,NTc5NAo=,1700414809,27
8801700401337,NTEzNAo=,1700408558,21
8801700401338,NjIyNAo=,1700407380,21
8801700401339,MTA5Ngo=,1700427285,25
8801700401340,NDM1NQo=,1700406279,21
8801700401341,NTI2Ngo=,1700425436,27
8801700401342,NzE4Mgo=,1700402062,20
8801700401343,Mzg0Ngo=,1700410488,21
8801700401344,MTMyNAo=,1700405563,25
8801700401345,NDgzNwo=,1700416240,21
8801700401346,NTEzMQo=,1700408830,26
8801700401347,NTA3MQo=,1700426199,22
8801700401348,MTY1NQo=,1700423543,24
8801700401349,OTM2NAo=,1700409205,20
8801700401350,MzAyMgo=,1700404957,24
8801700401351,MTkxOAo=,1700417756,22
8801700401352,MzkwNAo=,1700417878,27
8801700401353,MzczNAo=,1700428018,21
8801700401354,MDY4NQo=,1700420322,22
8801700401355,OTQ4OAo=,1700413404,24
8801700401356,NzE4Nwo=,1700410124,25
8801700401357,MTg0Mgo=,1700406624,25
8801700401358,MjgxMwo=,1700418854,26
8801700401359,NDQ5NQo=,1700415225,22
8801700401360,NDYzOAo=,1700411584,23
8801700401361,NzkzMQo=,1700410338,22
8801700401362,OTQyMgo=,1700409261,22
8801700401363,NjEzMgo=,1700404570,23
8801700401364,MTk2MAo=,1700406996,24
8801700401365,MTcyMwo=,1700415998,26
8801700401366,MTM2Mwo=,1700427500,26
8801700401367,OTIyMQo=,1700402474,23
8801700401368,NDgyMQo=,1700428884,27
8801700401369,MTc1OQo=,1700414508,21
8801700401370,MzIyMwo=,1700423381,20
8801700401371,NjU4Mgo=,1700409413,21
8801700401372,MDIzOQo=,1700427957,20
8801700401373,NTY1Mwo=,1700418097,24
8801700401374,MzUyNQo=,1700408702,26
8801700401375,ODY1OQo=,1700428282,21
8801700401376,NTk2NAo=,1700404381,24
8801700401377,OTg3OQo=,1700413876,25
8801700401378,NDY0NAo=,1700427872,22
8801700401379,NTAyNAo=,1700420789,25
8801700401380,OTIxNQo=,1700417584,20
8801700401381,ODE4Mgo=,1700426571,26
8801700401382,Mzg4NQo=,1700424187,27
8801700401383,Njk4OQo=,1700404740,20
8801700401384,MDU2MQo=,1700406026,25
8801700401385,MjQ4Nwo=,1700428297,26
8801700401386,OTQ1Nwo=,1700407273,24
8801700401387,Mzc0Ngo=,1700417017,20
8801700401388,NjcwNAo=,1700405775,26
8801700401389,MDI2NQo=,1700427680,20
8801700401390,MTk2Mwo=,1700402967,23
8801700401391,ODAyNQo=,1700420299,20
8801700401392,MTY5MAo=,1700426848,27
8801700401393,OTQ2Mgo=,1700407351,26
8801700401394,MTg2MQo=,1700408384,20
8801700401395,MTkxOQo=,1700412043,27
8801700401396,NjEyOAo=,1700422887,24
8801700401397,MjYwNwo=,1700409108,22
8801700401398,MTk0Nwo=,1700403368,26
8801700401399,NjIxOQo=,1700402131,27
8801700401400,MzI5Mgo=,1700413050,22
8801700401401,ODIwNwo=,1700402295,21
8801700401402,MjY2Mwo=,1700425775,24
8801700401403,MzU4Ngo=,1700420257,21
8801700401404,MzYwNAo=,1700402233,23
8801700401405,NjQ5MAo=,1700423190,23
8801700401406,MzIxMgo=,1700422269,22
8801700401407,NDk0OAo=,1700419822,24
8801700401408,MDE2MQo=,1700411105,22
8801700401409,MTkxMAo=,1700422570,27
8801700401410,NDc4NAo=,1700402025,27
8801700401411,NjYyNgo=,1700421248,21
8801700401412,MTM2Nwo=,1700422456,21
8801700401413,NTYzNQo=,1700417046,25
8801700401414,ODYyOAo=,1700403566,27
8801700401415,Nzk1OAo=,1700417536,27
8801700401416,NTI0OQo=,1700415005,23
8801700401417,NzEwNgo=,1700417020,21
8801700401418,MDIwNAo=,1700426513,27
8801700401419,NDc5Mgo=,1700425820,23
8801700401420,NzE0Mwo=,1700406073,24
8801700401421,ODk3OAo=,1700406352,21
8801700401422,NzMxNAo=,1700408657,21
8801700401423,NTcxNAo=,1700404633,27
8801700401424,OTkwMgo=,1700419400,27
8801700401425,MTI2OAo=,1700419940,27
8801700401426,MjU0Nwo=,1700416890,27
8801700401427,MDI2Mwo=,1700417525,23
8801700401428,NjMzOQo=,1700415012,22
8801700401429,NTg2Ngo=,1700405741,21
8801700401430,NDQ2OQo=,1700413500,25
8801700401431,ODY0Mgo=,1700427719,21
8801700401432,MTc2Mwo=,1700418715,20
8801700401433,MTYyMAo=,1700411375,21
8801700401434,MTA2MAo=,1700426285,20
8801700401435,MTk4Mwo=,1700415723,20
8801700401436,NzA0Ngo=,1700404384,27
8801700401437,MDQxNgo=,1700406534,20
8801700401438,MzY0OQo=,1700428169,26
8801700401439,MzM5Mwo=,1700423827,25
8801700401440,MTEwNQo=,1700404855,20
8801700401441,NDQ3NAo=,1700426748,21
8801700401442,NjI1NAo=,1700403021,21
8801700401443,NDcwNgo=,1700405292,21
8801700401444,ODc3Mgo=,1700409355,27
8801700401445,OTkwNwo=,1700422700,24
8801700401446,NTExOAo=,1700407714,27
8801700401447,NjE5OQo=,1700422497,26
8801700401448,MzM1Nwo=,1700404238,23
8801700401449,MDMyNgo=,1700405580,22
8801700401450,NjI3Mwo=,1700426368,23
8801700401451,NzUyMAo=,1700406924,23
8801700401452,NTk1MAo=,1700403736,20
8801700401453,MDE4Nwo=,1700407116,23
8801700401454,NDY3OQo=,1700404753,27
8801700401455,OTMxOQo=,1700412575,23
8801700401456,MDUzMwo=,1700419110,23
8801700401457,NTA5OQo=,1700402251,21
8801700401458,MjE3NAo=,1700411855,23
8801700401459,ODI4NQo=,1700408738,22
8801700401460,NjIxMwo=,1700421584,24
8801700401461,NzgzOAo=,1700421937,20
8801700401462,NDAyNAo=,1700406785,25
8801700401463,MDc0Nwo=,1700427520,25
8801700401464,ODAwMgo=,1700410711,26
8801700401465,NzcxMwo=,1700422017,20
8801700401466,Nzc3MQo=,1700404131,21
8801700401467,MDI5NAo=,1700416294,21
8801700401468,MzQzMAo=,1700426562,26
8801700401469,Njg2Nwo=,1700412565,24
8801700401470,ODMyMQo=,1700404803,27
8801700401471,NTc1Nwo=,1700421646,22
8801700401472,MzQzNAo=,1700404320,21
8801700401473,ODkxOAo=,1700416759,21
8801700401474,MDQwMgo=,1700405913,25
8801700401475,NDMwNgo=,1700423311,21
8801700401476,OTQ5NQo=,1700422232,27
8801700401477,NjY2MQo=,1700406785,26
8801700401478,MzU3NAo=,1700410937,22
8801700401479,NjA1Ngo=,1700424819,26
8801700401480,MTc2OQo=,1700416030,24
8801700401481,MjQwNwo=,1700425222,25
8801700401482,NzcxMAo=,1700419706,25
8801700401483,MDA4Mwo=,1700402784,24
8801700401484,NzM4Ngo=,1700409918,22
8801700401485,ODk5Nwo=,1700405636,23
8801700401486,OTk0Mgo=,1700419575,22
8801700401487,NjUwNQo=,1700419788,23
8801700401488,MjU1Ngo=,1700405848,20
8801700401489,Nzc3OQo=,1700420432,25
8801700401490,NDMwOQo=,1700402598,25
8801700401491,MDIxMQo=,1700402787,26
8801700401492,NTMwNwo=,1700426563,21
8801700401493,ODkyMwo=,1700418422,24
8801700401494,NjM5Mgo=,1700428647,25
8801700401495,MzkzOQo=,1700414645,27
8801700401496,MDE2MAo=,1700426711,26
8801700401497,NzIyMwo=,1700413855,24
8801700401498,NjQyNAo=,1700424352,26
8801700401499,NDY2OQo=,1700407782,25
8801700401500,NDk4NQo=,1700410499,25
8801700401501,MDIzMAo=,1700404077,21
8801700401502,MjA4NAo=,1700407267,25
8801700401503,NDc3Nwo=,1700424832,24
8801700401504,MDU3Mgo=,1700406035,23
8801700401505,MDc4OAo=,1700412268,27
8801700401506,NTIxNgo=,1700426307,26
8801700401507,NDA0NQo=,1700413760,26
8801700401508,NTMyOQo=,1700413177,26
8801700401509,ODM2OAo=,1700423058,20
8801700401510,MjI0MAo=,1700426544,22
8801700401511,MzgxMAo=,1700423095,24
8801700401512,OTY1NAo=,1700410000,20
8801700401513,MDkzMAo=,1700412656,24
8801700401514,NTIyNQo=,1700405425,20
8801700401515,MjE3Mgo=,1700423091,22
8801700401516,MjgxMwo=,1700405422,22
8801700401517,NzA2NAo=,1700423197,21
8801700401518,NjIwMQo=,1700411616,26
8801700401519,MDA3MAo=,1700409264,25
8801700401520,MzkzNwo=,1700428786,21
8801700401521,NDQ4NQo=,1700423769,21
8801700401522,ODg1Mwo=,1700424249,25
8801700401523,Mzk3NAo=,1700403786,25
8801700401524,ODg0NAo=,1700406568,25
8801700401525,NTU0Ngo=,1700404535,27
8801700401526,NDEwNwo=,1700405967,25
8801700401527,NjA2Nwo=,1700405948,27
8801700401528,MTMzOQo=,1700410930,25
8801700401529,MzEwNQo=,1700404236,25
8801700401530,Mjg2NAo=,1700403355,22
8801700401531,NzM1MAo=,1700424970,24
8801700401532,MjYwOQo=,1700420273,25
8801700401533,MDEzMgo=,1700404312,20
8801700401534,ODQ1OQo=,1700426038,20
8801700401535,OTgyMQo=,1700406811,22
8801700401536,NTE4Mgo=,1700405950,25
8801700401537,NDY5Mwo=,1700402207,22
8801700401538,NjQ4Nwo=,1700422832,22
8801700401539,MDQyMAo=,1700404673,20
8801700401540,MjEyMwo=,1700420217,23
8801700401541,MTkwOQo=,1700410284,22
8801700401542,NzY2Mwo=,1700414980,25
8801700401543,MzM1MQo=,1700418235,25
8801700401544,MDA0Ngo=,1700402380,27
8801700401545,MjU0Mgo=,1700419858,22
8801700401546,NzQwNgo=,1700409313,27
8801700401547,MTMzNgo=,1700418329,22
8801700401548,NTE3MAo=,1700424899,22
8801700401549,NzczNwo=,1700410557,22
8801700401550,MDA1NQo=,1700418422,24
8801700401551,MzY1MAo=,1700416354,25
8801700401552,NDQ0Mgo=,1700413170,25
8801700401553,MDc3Mgo=,1700414312,25
8801700401554,MTIyMQo=,1700411957,23
8801700401555,MjEyMQo=,1700423648,21
8801700401556,MDQ3MQo=,1700408934,25
8801700401557,MzE2Mwo=,1700408045,23
8801700401558,MjQ4Nwo=,1700411603,24
8801700401559,NjQ5MAo=,1700426283,25
8801700401560,OTIyMgo=,1700403232,22
8801700401561,ODQ5OQo=,1700420084,21
8801700401562,Mzg0NAo=,1700412150,22
8801700401563,NTYzNwo=,1700408549,21
8801700401564,MTYwMQo=,1700409891,20
8801700401565,OTQyNQo=,1700415433,25
8801700401566,NDU1Mgo=,1700404763,22
8801700401567,Njc1OQo=,1700414022,25
8801700401568,NDg2MAo=,1700408408,21
8801700401569,MjQ0MQo=,1700425414,20
8801700401570,MDk4OAo=,1700413889,24
8801700401571,Mjk1Nwo=,1700402446,26
8801700401572,NTgzNAo=,1700416108,22
8801700401573,NjQ3OQo=,1700415132,25
8801700401574,NDU1NQo=,1700403654,21
8801700401575,NzQyOQo=,1700417705,22
8801700401576,MTI2OAo=,1700412344,26
8801700401577,NDc3Ngo=,1700403807,22
8801700401578,NzU5NAo=,1700419064,25
8801700401579,NjA5Nwo=,1700427726,20
8801700401580,NjU3Mwo=,1700413658,24
8801700401581,MzMxNgo=,1700414729,25
8801700401582,Njc4MQo=,1700406603,23
8801700401583,MjI3MQo=,1700404189,24
8801700401584,OTUzOAo=,1700424806,23
8801700401585,NzU4OQo=,1700419348,27
8801700401586,NDk5Nwo=,1700419322,27
8801700401587,ODg4MQo=,1700421509,27
8801700401588,NTkwMAo=,1700405853,24
8801700401589,NTU1MAo=,1700405054,20
8801700401590,NDk5OAo=,1700406840,23
8801700401591,NjE0MAo=,1700420351,21
8801700401592,NzY2Ngo=,1700420866,21
8801700401593,NDAwOAo=,1700426035,21
8801700401594,OTA4MQo=,1700409502,22
8801700401595,NDY5OQo=,1700427194,21
8801700401596,NTU3Mgo=,1700410509,27
8801700401597,ODAzNAo=,1700405780,26
8801700401598,Nzc4Nwo=,1700419642,20
8801700401599,MjQ1OQo=,1700416254,26
8801700401600,MDY4NAo=,1700407413,23
8801700401601,NjEwOQo=,1700428849,23
8801700401602,MTcxMAo=,1700428153,23
8801700401603,ODQ2NQo=,1700428097,27
8801700401604,Njc5NQo=,1700405408,26
8801700401605,MDE1OAo=,1700406715,21
8801700401606,Nzk5NQo=,1700407262,26
8801700401607,ODI4MAo=,1700403749,20
8801700401608,Nzc4OAo=,1700403078,23
8801700401609,NDAwMgo=,1700428402,24
8801700401610,MzcyNgo=,1700409092,23
8801700401611,NDE2NAo=,1700404846,25
8801700401612,NDgxMgo=,1700425688,25
8801700401613,OTcxMAo=,1700425634,24
8801700401614,MDI2Mgo=,1700407404,22
8801700401615,NTAyOQo=,1700428910,24
8801700401616,OTEyNAo=,1700406285,20
8801700401617,MDIwNQo=,1700415273,27
8801700401618,ODIzMAo=,1700403908,23
8801700401619,NDU1NAo=,1700407448,24
8801700401620,MDIxNwo=,1700402802,27
8801700401621,MjA0MQo=,1700412527,25
8801700401622,Mzk3Mwo=,1700405180,24
8801700401623,ODczMQo=,1700409535,27
8801700401624,OTkyOAo=,1700423412,25
8801700401625,MjExOAo=,1700425170,23
8801700401626,NTAwMwo=,1700403399,26
8801700401627,MjIwMgo=,1700408838,23
8801700401628,ODUzNgo=,1700403979,21
8801700401629,MTcxMwo=,1700422716,21
8801700401630,NDA1Mwo=,1700421366,24
8801700401631,ODUxMAo=,1700404036,22
8801700401632,NzQ5MQo=,1700404570,27
8801700401633,MzM5MQo=,1700408189,22
8801700401634,MDkwMwo=,1700414474,24
8801700401635,MzcxNAo=,1700409889,24
8801700401636,NzE2OAo=,1700410986,26
8801700401637,MzYzMwo=,1700409117,23
8801700401638,NjM4OQo=,1700416414,25
8801700401639,OTEzNgo=,1700413927,20
8801700401640,MzA2OAo=,1700409709,23
8801700401641,OTUzNQo=,1700402403,27
8801700401642,NjY0NQo=,1700409122,27
8801700401643,NjAzOAo=,1700408156,27
8801700401644,OTExMAo=,1700425591,26
8801700401645,MDEwNAo=,1700415988,25
8801700401646,MTUzMQo=,1700419998,26
8801700401647,Njk4Mwo=,1700413293,27
8801700401648,NjY2MAo=,1700402331,21
8801700401649,MTUzMQo=,1700417299,23
8801700401650,MjMxNwo=,1700402820,22
8801700401651,MDcwNQo=,1700416493,20
8801700401652,Nzc2Mwo=,1700420265,20
8801700401653,ODA5OAo=,1700416933,22
8801700401654,NzY0MQo=,1700403591,21
8801700401655,ODI3MQo=,1700415098,20
8801700401656,ODQ5MQo=,1700402193,20
8801700401657,MDcyNQo=,1700410112,21
8801700401658,ODU4MQo=,1700423494,27
8801700401659,MTIwNwo=,1700427684,24
